"INTERVAL","ELAPSED","TIMESTAMP","TRANSACTIONS","THROUGHPUT","LATENCY","EVICTING","LATENCY_50","LATENCY_95","LATENCY_99"
"281","282000","1445964772136","630","630.0","2.765","0","2.0","4.0","42.08999999999992"
"282","283000","1445964773135","690","690.0","2.5794183445190155","0","2.0","4.0","6.0"
"283","284000","1445964774135","702","702.0","2.5524625267665955","0","2.0","4.0","5.339999999999975"
"284","285000","1445964775151","713","713.0","2.1929046563192904","0","2.0","4.0","5.0"
"285","286000","1445964776135","780","780.0","2.16","0","2.0","4.0","7.0"
"286","287000","1445964777136","697","697.0","2.7716186252771617","0","2.0","4.0","54.0"
"287","288000","1445964778135","742","742.0","2.4060606060606062","0","2.0","4.0","6.0"
"288","289000","1445964779136","646","646.0","2.35929648241206","0","2.0","4.0","5.0"
"289","290000","1445964780135","635","635.0","2.494949494949495","0","2.0","4.0","5.0"
"290","291000","1445964781135","680","680.0","2.496551724137931","0","2.0","4.0","5.660000000000025"
"291","292000","1445964782135","612","612.0","2.5733333333333333","0","2.0","4.0","5.0"
"292","293000","1445964783152","688","688.0","3.205298013245033","0","2.0","4.0","59.0"
"293","294000","1445964784136","618","618.0","2.8788659793814433","0","2.0","4.0","14.109999999999786"
"294","295000","1445964785135","673","673.0","2.8390022675736963","0","2.0","5.0","12.0"
"295","296000","1445964786135","660","660.0","2.5555555555555554","0","2.0","4.0","5.0"
"296","297000","1445964787135","628","628.0","2.30126582278481","0","2.0","4.0","7.0"
"297","298000","1445964788135","691","691.0","2.4579646017699117","0","2.0","4.0","5.490000000000009"
"298","299000","1445964789140","693","693.0","2.338636363636364","0","2.0","4.0","5.0"
"299","300000","1445964790139","744","744.0","2.1938997821350763","0","2.0","4.0","5.420000000000016"
